"date","main_gas","oak_gas","main_ele","oak_ele","oat_hull","pellet_coal","pellet","gas_the","pellet_per","pellet_the","hull_the","coal_the","coal_co2","pellet_co2","gas_co2","hull_co2","gas_n20","pellet_n20","hull_n20","coal_n20","coal_ch4","gas_ch4","pellet_ch4","hull_ch4","ele_co2","ele_ch4","ele_n20"
2021-09-17,28.5927317047893,319.666048237477,1068.11536026893,52.8147066909283,447.127373543038,136.345180897975,197.273978733756,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-18,936.702127910729,211.78107606679,966.94152385414,48.7873392903079,150.66015264542,202.426184842063,181.729066373177,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-19,563.770414148211,200.927643784787,1044.79233687446,54.6931538358805,342.202763131474,154.592109533993,164.530776178009,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-20,563.293792377049,231.725417439703,1163.62955004423,60.4976145247006,448.666774469055,141.519334916575,177.011278727825,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-21,426.067775705458,260.482374768089,994.234307208587,49.9704723034541,131.187106162455,200.915056250059,192.837974275241,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-22,18.1187451115276,259.833024118738,970.602650317481,47.7912802914337,327.991051613333,131.609241507646,175.259232100472,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-23,15.2807213937158,250.556586270872,992.982842241471,47.6445727577806,258.107270627199,133.00354138102,173.723805798452,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-24,10.6794373683078,250.834879406308,995.808769582173,47.8952242983113,240.206747292168,124.513939964678,169.251929151523,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-25,12.736598881516,225.788497217069,898.416807861665,42.4844246501761,250.08735602404,113.561750677857,175.358558941593,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-26,22.445440315446,206.21521335807,956.151838146382,45.6148134114318,229.745567214327,115.439092443137,171.493537106835,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-27,22.8859604345936,229.406307977737,1122.20884941133,54.3201331368772,291.835676205807,124.069866532988,171.972611707602,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-28,19.5488517445684,237.384044526902,1098.01261017167,55.2914168707817,340.669220972682,126.267558186279,185.333828740402,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-29,12.074367562801,230.519480519481,1114.03094775808,55.7502316551468,319.902390350916,120.261505261301,189.649761463367,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-09-30,20.518463842849,226.994434137291,1153.02992617111,57.152859037729,344.324268332264,112.980048901171,196.47984845985,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-10-01,12.1574415737367,222.170686456401,1141.97247890681,57.1351408312854,386.594234425053,118.674847274851,186.108595513108,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-10-02,1087.47633176158,209.276437847866,1032.64324210767,52.6765765837074,382.031857750654,126.855146104805,64.3951472509931,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
2021-10-03,1431.24633233005,222.263450834879,1010.81653809343,49.4838176211396,334.154452894903,124.08484647124,0.467398957909314,0.001078,0.14,20.89375,8.25,24.93,93.28,99.82275,53.06,118.17,0.1,4.2,4.2,1.6,11,1,32,32,611.1,0.06,0.009
